czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
důchod,pension,pˈɛnʃən,B2,pension,1,6779,,
penicilin,penicillin,pˌɛnɪsˈɪlᵻn,B2,penicillin,1,6780,,
tlapka,paw,pˈɔː,B2,paw,1,6781,,
majitel zastavárny,pawnbroker,pˈɔːnbɹoʊkɚ,B2,pawnbroker,1,6782,,
zastavárna,pawnshop,pˈɔːnʃɑːp,B2,pawnshop,1,6783,,
platba,payment,pˈeɪmənt,B2,payment,1,6784,,
pokojně,peacefully,pˈiːsfəli,B2,peacefully,1,6785,,
broskev,peach,pˈiːtʃ,B2,peach,1,6786,,
vrchol,peak,pˈiːk,B2,peak,1,6787,,
perla,pearl,pˈɜːl,B2,pearl,1,6788,,
oblázek,pebble,pˈɛbəl,B2,pebble,1,6789,,
pedál,pedal,pˈɛdəl,B2,pedal,1,6790,,
fáze,phase,fˈeɪz,B2,phase,1,6791,,
pedantský,pedantic,pɛdˈæntɪk,B2,pedantic,1,6792,,
čurat,pee,pˈiː,B2,pee,1,6793,,
kůra,peel,pˈiːl,B2,peel,1,6794,,
loupat,peel,pˈiːl,B2,peel,1,6795,,
nakouknout,peep,pˈiːp,B2,peep,1,6796,,
peer,peer,pˈɪɹ,B2,peer,1,6797,,
kolík,peg,pˈɛɡ,B2,peg,1,6798,,
penalizovat,penalise,pˈɛnəlˌaɪz,B2,penalise,1,6799,,
trest,penalty,pˈɛnəlɾi,B2,penalty,1,6800,,
proniknout,penetrate,pˈɛnɪtɹˌeɪt,B2,penetrate,1,6801,,
tučňák,penguin,pˈɛŋɡwɪn,B2,penguin,1,6802,,
filozofický,philosophical,fˌɪləsˈɑːfɪkəl,B2,philosophical,1,6803,,
posoudit,assess,ɐsˈɛs,B2,assess,1,6804,,
ASSERT,assert,ɐsˈɜːt,B2,assert,1,6805,,
spiknutí,plot,plˈɑːt,B2,plot,1,6806,,
trhat,pluck,plˈʌk,B2,pluck,1,6807,,
zastrčit,plug,plˈʌɡ,B2,plug,1,6808,,
švestka,plum,plˈʌm,B2,plum,1,6809,,
instalatér,plumber,plˈʌmɚ,B2,plumber,1,6810,,
zápal plic,pneumonia,nuːmˈoʊniə,B2,pneumonia,1,6811,,
uměle,artificially,ˌɑːɹɾɪfˈɪʃəli,B2,artificially,1,6812,,
doušek,gulp,ɡˈʌlp,B2,gulp,1,6813,,
artikulovat,articulate,ɑːɹtˈɪkjʊlˌeɪt,B2,articulate,1,6814,,
popularita,popularity,pˌɑːpjʊlˈæɹᵻɾi,B2,popularity,1,6815,,
prosit,plead,plˈiːd,B2,plead,1,6816,,
tepna,artery,ˈɑːɹɾɚɹi,B2,artery,1,6817,,
pólo,polo,pˈoʊloʊ,B2,polo,1,6818,,
občanský řád,polity,pˈɑːlᵻɾi,B2,polity,1,6819,,
politicky,politically,pəlˈɪɾɪkli,B2,politically,1,6820,,
zdvořilost,politeness,pəlˈaɪtnəs,B2,politeness,1,6821,,
polština,polish,pˈɑːlɪʃ,B2,polish,1,6822,,
obrna,polio,pˈoʊlɪˌoʊ,B2,polio,1,6823,,
lední medvěd,polar bear,pˈoʊlɚ bˈɛɹ,B2,polar_bear,1,6824,,
otrávit,poison,pˈɔɪzən,B2,poison,1,6825,,
nesmyslné,pointless,pˈɔɪntləs,B2,pointless,1,6826,,
hledisko,point of view,pˈɔɪnt ʌv vjˈuː,B2,point_of_view,1,6827,,
přemítat,ponder,pˈɑːndɚ,B2,ponder,1,6828,,
dlažba,pavement,pˈeɪvmənt,B2,pavement,1,6829,,
dramatik,playwright,plˈeɪɹaɪt,B2,playwright,1,6830,,
umění,artistry,ˈɑːɹɾɪstɹi,B2,artistry,1,6831,,
shromáždění,assembly,ɐsˈɛmbli,B2,assembly,1,6832,,
lékař,physician,fɪzˈɪʃən,B2,physician,1,6833,,
pí,pi,pˈaɪ,B2,pi,1,6834,,
shromáždit,assemble,ɐsˈɛmbəl,B2,assemble,1,6835,,
útok,assault,ɐsˈɔlt,B2,assault,1,6836,,
lák,pickle,pˈɪkəl,B2,pickle,1,6837,,
vybíravý,picky,pˈɪki,B2,picky,1,6838,,
Aspire,aspire,ɐspˈaɪɚ,B2,aspire,1,6839,,
vylíčit,picture,pˈɪktʃɚ,B2,picture,1,6840,,
malebné,picturesque,pˌɪktʃɚɹˈɛsk,B2,picturesque,1,6841,,
spoluhráč,playmate,plˈeɪmeɪt,B2,playmate,1,6842,,
aspirace,aspiration,ˌæspɚɹˈeɪʃən,B2,aspiration,1,6843,,
špendlík,pin,pˈɪn,B2,pin,1,6844,,
pinta,pint,pˈaɪnt,B2,pint,1,6845,,
pirátství,piracy,pˈaɪɚɹəsi,B2,piracy,1,6846,,
pirát,pirate,pˈaɪɹət,B2,pirate,1,6847,,
hřiště,pitch,pˈɪtʃ,B2,pitch,1,6848,,
hodit,pitch,pˈɪtʃ,B2,pitch,1,6849,,
sužovat,plague,plˈeɪɡ,B2,plague,1,6850,,
popel,ash,ˈæʃ,B2,ash,1,6851,,
plánování,planning,plˈænɪŋ,B2,planning,1,6852,,
povlak na polštář,pillowcase,pˈɪloʊkˌeɪs,B2,pillowcase,1,6853,,
dláždit,pave,pˈeɪv,B2,pave,1,6854,,
patron,patron,pˈeɪtɹən,B2,patron,1,6855,,
patriotismus,patriotism,pˈeɪtɹɪətˌɪzəm,B2,patriotism,1,6856,,
ambulantní,outpatient,aʊtpˈeɪʃənt,B2,outpatient,1,6857,,
výstup,output,ˈaʊtpʊt,B2,output,1,6858,,
rozhořčení,outrage,ˈaʊtɹeɪdʒ,B2,outrage,1,6859,,
pobuřující,outrageous,aʊtɹˈeɪdʒəs,B2,outrageous,1,6860,,
zastínit,outshine,aʊtʃˈaɪn,B2,outshine,1,6861,,
mimo,outside,aʊtsˈaɪd,B2,outside,1,6862,,
připojeno,attached,ɐtˈætʃt,B2,attached,1,6863,,
outsider,outsider,aʊtsˈaɪdɚ,B2,outsider,1,6864,,
předměstí,outskirts,ˈaʊtskɜːts,B2,outskirts,1,6865,,
navenek,outwardly,ˈaʊtwɚdli,B2,outwardly,1,6866,,
výhled,outlook,ˈaʊtlʊk,B2,outlook,1,6867,,
ovál,oval,ˈoʊvəl,B2,oval,1,6868,,
přes palubu,overboard,ˌoʊvɚbˈɔːɹd,B2,overboard,1,6869,,
přerezervovat,overbook,ˈoʊvɚbˌʊk,B2,overbook,1,6870,,
kabát,overcoat,ˈoʊvɚkˌoʊt,B2,overcoat,1,6871,,
příliš zdůrazňovat,overemphasise,ˌoʊvɚɹˈɛmfɐsˌaɪz,B2,overemphasise,1,6872,,
přeceňovat,overestimate,ˌoʊvɚɹˈɛstᵻmət,B2,overestimate,1,6873,,
zaslechnout,overhear,ˌoʊvɚhˈɪɹ,B2,overhear,1,6874,,
překrytí,overlap,ˌoʊvɚlˈæp,B2,overlap,1,6875,,
přehlédnout,overlook,ˌoʊvɚlˈʊk,B2,overlook,1,6876,,
přehnaně,overly,ˈoʊvɚli,B2,overly,1,6877,,
zastínit,overshadow,ˌoʊvɚʃˈædoʊ,B2,overshadow,1,6878,,
celkově,overall,ˌoʊvɚɹˈɔːl,B2,overall,1,6879,,
nadměrná velikost,oversize,ˌoʊvɚsˈaɪz,B2,oversize,1,6880,,
přežít,outlive,aʊtlˈɪv,B2,outlive,1,6881,,
vývod,outlet,ˈaʊtlɛt,B2,outlet,1,6882,,
optimistický,optimistic,ˌɑːptɪmˈɪstɪk,B2,optimistic,1,6883,,
volitelný,optional,ˈɑːpʃənəl,B2,optional,1,6884,,
dosažení,attainment,ɐtˈeɪnmənt,B2,attainment,1,6885,,
řečník,orator,ˈɔːɹəɾɚ,B2,orator,1,6886,,
orchestrální,orchestral,ˈɔːɹkᵻstɹəl,B2,orchestral,1,6887,,
orchidej,orchid,ˈɔːɹkɪd,B2,orchid,1,6888,,
dosažitelný,attainable,ɐtˈeɪnəbəl,B2,attainable,1,6889,,
organizátor,organiser,ˈɔːɹɡɐnˌaɪzɚ,B2,organiser,1,6890,,
prvotní,original,ɚɹˈɪdʒɪnəl,B2,original,1,6891,,
originalita,originality,ɚɹˌɪdʒɪnˈælᵻɾi,B2,originality,1,6892,,
obrys,outline,ˈaʊtlaɪn,B2,outline,1,6893,,
původně,originally,ɚɹˈɪdʒɪnəli,B2,originally,1,6894,,
ornament,ornament,ˈɔːɹnəmənt,B2,ornament,1,6895,,
unce,ounce,ˈaʊns,B2,ounce,1,6896,,
vnitrozemí,outback,ˈaʊtbæk,B2,outback,1,6897,,
nákaza,outbreak,ˈaʊtbɹeɪk,B2,outbreak,1,6898,,
výsledek,outcome,ˈaʊtkʌm,B2,outcome,1,6899,,
předběhnout,outdistance,aʊtdˈɪstəns,B2,outdistance,1,6900,,
překonat,outdo,aʊtdˈuː,B2,outdo,1,6901,,
výstroj,outfit,ˈaʊtfɪt,B2,outfit,1,6902,,
vyrůst,outgrow,aʊtɡɹˈoʊ,B2,outgrow,1,6903,,
výlet,outing,ˈaʊɾɪŋ,B2,outing,1,6904,,
vzniknout,originate,ɚɹˈɪdʒᵻnˌeɪt,B2,originate,1,6905,,
zralý,mature,mətʃˈʊɹ,B2,mature,1,6906,,
překročit,overstep,ˌoʊvɚstˈɛp,B2,overstep,1,6907,,
svržení,overthrow,ˌoʊvɚθɹˈoʊ,B2,overthrow,1,6908,,
výsadkář,paratrooper,pˈæɹətɹˌuːpɚ,B2,paratrooper,1,6909,,
udivující,astonishing,ɐstˈɑːnɪʃɪŋ,B2,astonishing,1,6910,,
ohromen,astonished,ɐstˈɑːnɪʃt,B2,astonished,1,6911,,
udivit,astonish,ɐstˈɑːnɪʃ,B2,astonish,1,6912,,
parlament,parliament,pˈɑːɹləmənt,B2,parliament,1,6913,,
oddělit,part,pˈɑːɹt,B2,part,1,6914,,
účast,participation,pɑːɹtˈɪsɪpˈeɪʃən,B2,participation,1,6915,,
částice,particle,pˈɑːɹɾɪkəl,B2,particle,1,6916,,
konkrétní,particular,pɚtˈɪkjʊlɚ,B2,particular,1,6917,,
partyzán,partisan,pˈɑːɹɾɪsən,B2,partisan,1,6918,,
zdravotník,paramedic,pˌæɹəmˈɛdɪk,B2,paramedic,1,6919,,
ujistit,assure,əʃˈʊɹ,B2,assure,1,6920,,
ujištění,assurance,əʃˈʊɹɹəns,B2,assurance,1,6921,,
vášnivý,passionate,pˈæʃənət,B2,passionate,1,6922,,
vášnivě,passionately,pˈæʃənətli,B2,passionately,1,6923,,
předpoklad,assumption,ɐsˈʌmpʃən,B2,assumption,1,6924,,
pastor,pastor,pˈæstɚ,B2,pastor,1,6925,,
pastorální,pastoral,pˈæstɚɹəl,B2,pastoral,1,6926,,
náplast,patch,pˈætʃ,B2,patch,1,6927,,
trpělivě,patiently,pˈeɪʃəntli,B2,patiently,1,6928,,
vlastenec,patriot,pˈeɪtɹɪət,B2,patriot,1,6929,,
vlastenecký,patriotic,pˌeɪtɹɪˈɑːɾɪk,B2,patriotic,1,6930,,
partnerství,partnership,pˈɑːɹtnɚʃˌɪp,B2,partnership,1,6931,,
předjet,overtake,ˌoʊvɚtˈeɪk,B2,overtake,1,6932,,
údiv,astonishment,ɐstˈɑːnɪʃmənt,B2,astonishment,1,6933,,
průvod,parade,pɚɹˈeɪd,B2,parade,1,6934,,
přesčas,overtime,ˈoʊvɚtˌaɪm,B2,overtime,1,6935,,
převrácení,overturn,ˌoʊvɚtˈɜːn,B2,overturn,1,6936,,
au,ow,ˈoʊ,B2,ow,1,6937,,
kvůli,owing to,ˈoʊɪŋ tuː,B2,owing_to,1,6938,,
sova,owl,ˈaʊl,B2,owl,1,6939,,
ozón,ozone,ˈoʊzoʊn,B2,ozone,1,6940,,
zabalené,packed,pˈækt,B2,packed,1,6941,,
balíček,packet,pˈækɪt,B2,packet,1,6942,,
podložka,pad,pˈæd,B2,pad,1,6943,,
paradox,paradox,pˈæɹədˌɑːks,B2,paradox,1,6944,,
atletika,athletics,æθlˈɛɾɪks,B2,athletics,1,6945,,
paleta,pallet,pˈælɪt,B2,pallet,1,6946,,
palačinka,pancake,pˈæŋkeɪk,B2,pancake,1,6947,,
pandemický,pandemic,pændˈɛmɪk,B2,pandemic,1,6948,,
panel,panel,pˈænəl,B2,panel,1,6949,,
panikařit,panic,pˈænɪk,B2,panic,1,6950,,
papája,papaya,pɐpˈaɪə,B2,papaya,1,6951,,
bezpapírový,paperless,pˈeɪpɚləs,B2,paperless,1,6952,,
papírování,paperwork,pˈeɪpɚwˌɜːk,B2,paperwork,1,6953,,
štětec,paintbrush,pˈeɪntbɹʌʃ,B2,paintbrush,1,6954,,
matematický,mathematical,mˌæθɪmˈæɾɪkəl,B2,mathematical,1,6955,,
ochrnutí,paralysis,pɚɹˈæləsˌɪs,B2,paralysis,1,6956,,
kamaráde,mate,mˈeɪt,B2,mate,1,6957,,
naznačovat,imply,ɪmplˈaɪ,B2,imply,1,6958,,
neslušný,impolite,ɪmpəlˈaɪt,B2,impolite,1,6959,,
nezdvořile,impolitely,ɪmpəlˈaɪtli,B2,impolitely,1,6960,,
importovat,import,ɪmpˈɔːɹt,B2,import,1,6961,,
uložit,impose,ɪmpˈoʊz,B2,impose,1,6962,,
nemožnost,impossibility,ɪmpˌɑːsəbˈɪlᵻɾi,B2,impossibility,1,6963,,
nepraktický,impractical,ɪmpɹˈæktɪkəl,B2,impractical,1,6964,,
dojem,impressed,ɪmpɹˈɛst,B2,impressed,1,6965,,
impresionismus,impressionism,ɪmpɹˈɛʃənˌɪzəm,B2,impressionism,1,6966,,
impresionista,impressionist,ɪmpɹˈɛʃənˌɪst,B2,impressionist,1,6967,,
uvěznit,imprison,ɪmpɹˈɪzən,B2,imprison,1,6968,,
odnětí svobody,imprisonment,ɪmpɹˈɪzənmənt,B2,imprisonment,1,6969,,
nepravděpodobný,improbable,ɪmpɹˈɑːbəbəl,B2,improbable,1,6970,,
nesprávně,improperly,ɪmpɹˈɑːpɚli,B2,improperly,1,6971,,
zlepšila,improved,ɪmpɹˈuːvd,B2,improved,1,6972,,
impuls,impulse,ˈɪmpʌls,B2,impulse,1,6973,,
impulsivní,impulsive,ɪmpˈʌlsɪv,B2,impulsive,1,6974,,
nepřesné,inaccurate,ɪnˈækjʊɹət,B2,inaccurate,1,6975,,
neadekvátní,inadequate,ɪnˈædɪkwət,B2,inadequate,1,6976,,
neživý,inanimate,ɪnˈænɪmət,B2,inanimate,1,6977,,
vrozený,inborn,ˈɪnbɔːɹn,B2,inborn,1,6978,,
implikace,implication,ˌɪmplɪkˈeɪʃən,B2,implication,1,6979,,
uskutečnit,implement,ˈɪmplɪmənt,B2,implement,1,6980,,
nářadí,implement,ˈɪmplɪmənt,B2,implement,1,6981,,
nestálý,impermanent,ɪmpˈɜːmənənt,B2,impermanent,1,6982,,
identické,identical,aɪdˈɛntɪkəl,B2,identical,1,6983,,
identifikace,identification,aɪdˈɛntɪfɪkˈeɪʃən,B2,identification,1,6984,,
identifikovat,identify,aɪdˈɛntᵻfˌaɪ,B2,identify,1,6985,,
ideologie,ideology,ˌaɪdɪˈɑːlədʒi,B2,ideology,1,6986,,
idiot,idiot,ˈɪdɪət,B2,idiot,1,6987,,
líný,idle,ˈaɪdəl,B2,idle,1,6988,,
zbožňovat,idolise,ˈaɪdəlˌaɪz,B2,idolise,1,6989,,
neznalost,ignorance,ˈɪɡnɚɹəns,B2,ignorance,1,6990,,
neznalý,ignorant,ˈɪɡnɚɹənt,B2,ignorant,1,6991,,
ilustrovat,illustrate,ˈɪləstɹˌeɪt,B2,illustrate,1,6992,,
kadidlo,incense,ˈɪnsɛns,B2,incense,1,6993,,
ilustrace,illustration,ˌɪləstɹˈeɪʃən,B2,illustration,1,6994,,
ohyb,bend,bˈɛnd,B2,bend,1,6995,,
imitace,imitation,ˌɪmɪtˈeɪʃən,B2,imitation,1,6996,,
ponořit,immerse,ɪmˈɜːs,B2,immerse,1,6997,,
přistěhovalec,immigrant,ˈɪmɪɡɹənt,B2,immigrant,1,6998,,
nemorální,immoral,ɪmˈɔːɹəl,B2,immoral,1,6999,,
nesmrtelný,immortal,ɪmˈɔːɹɾəl,B2,immortal,1,7000,,
nesmrtelnost,immortality,ɪmɔːɹtˈælᵻɾi,B2,immortality,1,7001,,
nestranný,impartial,ɪmpˈɑːɹʃəl,B2,impartial,1,7002,,
netrpělivě,impatiently,ɪmpˈeɪʃəntli,B2,impatiently,1,7003,,
imperativ,imperative,ɪmpˈɛɹətˌɪv,B2,imperative,1,7004,,
obraznost,imagery,ˈɪmɪdʒɹi,B2,imagery,1,7005,,
pobídka,incentive,ɪnsˈɛntɪv,B2,incentive,1,7006,,
způsobit,incur,ɪŋkˈɜː,B2,incur,1,7007,,
nevyléčitelný,incurable,ɪŋkjˈʊɹɹəbəl,B2,incurable,1,7008,,
vlivný,influential,ˌɪnfluːˈɛnʃəl,B2,influential,1,7009,,
chřipka,influenza,ˌɪnfluːˈɛnzə,B2,influenza,1,7010,,
neformální,informal,ɪnfˈɔːɹməl,B2,informal,1,7011,,
porušit,infringe,ɪnfɹˈɪndʒ,B2,infringe,1,7012,,
porušení,infringement,ɪnfɹˈɪndʒmənt,B2,infringement,1,7013,,
obývat,inhabit,ɪnhˈæbɪt,B2,inhabit,1,7014,,
zdědit,inherit,ɪnhˈɛɹɪt,B2,inherit,1,7015,,
iniciála,initial,ɪnˈɪʃəl,B2,initial,1,7016,,
iniciativa,initiative,ɪnˈɪʃiətˌɪv,B2,initiative,1,7017,,
injekce,injection,ɪndʒˈɛkʃən,B2,injection,1,7018,,
ovlivnit,influence,ˈɪnfluːəns,B2,influence,1,7019,,
zraněný,injured,ˈɪndʒɚd,B2,injured,1,7020,,
nevinně,innocently,ˈɪnəsəntli,B2,innocently,1,7021,,
vstup,input,ˈɪnpʊt,B2,input,1,7022,,
zeptat se,enquire,ɛŋkwˈaɪɚ,B2,enquire,1,7023,,
neoddělitelný,inseparable,ɪnsˈɛpɚɹəbəl,B2,inseparable,1,7024,,
kontrolovat,inspect,ɪnspˈɛkt,B2,inspect,1,7025,,
inspektor,inspector,ɪnspˈɛktɚ,B2,inspector,1,7026,,
inspirativní,inspirational,ˌɪnspɚɹˈeɪʃənəl,B2,inspirational,1,7027,,
okamžitě,instantly,ˈɪnstəntli,B2,instantly,1,7028,,
vrozený,innate,ɪnnˈeɪt,B2,innate,1,7029,,
ideálně,ideally,aɪdˈiəli,B2,ideally,1,7030,,
inflace,inflation,ɪnflˈeɪʃən,B2,inflation,1,7031,,
zánětlivé,inflammatory,ɪnflˈæmətˌɔːɹi,B2,inflammatory,1,7032,,
zadlužený,indebted,ˌɪndˈɛɾᵻd,B2,indebted,1,7033,,
odsadit,indent,ˌɪndˈɛnt,B2,indent,1,7034,,
nezávisle,independently,ˌɪndᵻpˈɛndəntli,B2,independently,1,7035,,
nepopsatelný,indescribable,ˌɪndᵻskɹˈaɪbəbəl,B2,indescribable,1,7036,,
index,index,ˈɪndɛks,B2,index,1,7037,,
lhostejný,indifferent,ɪndˈɪfɹənt,B2,indifferent,1,7038,,
ponížení,indignity,ɪndˈɪɡnᵻɾi,B2,indignity,1,7039,,
individuální,individual,ˌɪndᵻvˈɪdʒuːəl,B2,individual,1,7040,,
nahustit,inflate,ɪnflˈeɪt,B2,inflate,1,7041,,
shovívavý,indulgent,ɪndˈʌldʒənt,B2,indulgent,1,7042,,
neúčinné,ineffective,ɪnɪfˈɛktɪv,B2,ineffective,1,7043,,
nezkušený,inexperienced,ˌɪnɛkspˈiəɹɪənst,B2,inexperienced,1,7044,,
kojenec,infant,ˈɪnfənt,B2,infant,1,7045,,
infikovat,infect,ɪnfˈɛkt,B2,infect,1,7046,,
infikovaný,infected,ɪnfˈɛktᵻd,B2,infected,1,7047,,
infekční,infectious,ɪnfˈɛkʃəs,B2,infectious,1,7048,,
usoudit,infer,ɪnfˈɜː,B2,infer,1,7049,,
odvození,inference,ˈɪnfɚɹəns,B2,inference,1,7050,,
zánět,inflammation,ɪnflæmˈeɪʃən,B2,inflammation,1,7051,,
industrializovat,industrialise,ɪndˈʌstɹɪəlˌaɪz,B2,industrialise,1,7052,,
příznivý,beneficial,bˌɛnɪfˈɪʃəl,B2,beneficial,1,7053,,
ledový,icy,ˈaɪsi,B2,icy,1,7054,,
ikona,icon,ˈaɪkɑːn,B2,icon,1,7055,,
seno,hay,hˈeɪ,B2,hay,1,7056,,
nebezpečný,hazardous,hˈæzɚdəs,B2,hazardous,1,7057,,
klec,birdcage,bˈɜːdkeɪdʒ,B2,birdcage,1,7058,,
velitelství,headquarters,hɛdkwˈɔːɹɾɚz,B2,headquarters,1,7059,,
Biotechnologie,biotechnology,bˌaɪoʊtɛknˈɑːlədʒi,B2,biotechnology,1,7060,,
zdravotní péče,health care,hˈɛlθ kˈɛɹ,B2,health_care,1,7061,,
hromada,heap,hˈiːp,B2,heap,1,7062,,
biologický,biological,bˌaɪəlˈɑːdʒɪkəl,B2,biological,1,7063,,
srdcervoucí,heartbreaking,hˈɑːɹtbɹeɪkɪŋ,B2,heartbreaking,1,7064,,
potěšující,heart-warming,hˈɑːɹtwˈɔːɹmɪŋ,B2,heartwarming,1,7065,,
rodiště,birthplace,bˈɜːθpleɪs,B2,birthplace,1,7066,,
živý plot,hedge,hˈɛdʒ,B2,hedge,1,7067,,
peklo,hell,hˈɛl,B2,hell,1,7068,,
bio,bio,bˈaɪoʊ,B2,bio,1,7069,,
vázat,bind,bˈaɪnd,B2,bind,1,7070,,
pomocník,helper,hˈɛlpɚ,B2,helper,1,7071,,
konopí,hemp,hˈɛmp,B2,hemp,1,7072,,
bylina,herb,ˈɜːb,B2,herb,1,7073,,
miliarda,billion,bˈɪliən,B2,billion,1,7074,,
dědictví,heritage,hˈɛɹɪɾɪdʒ,B2,heritage,1,7075,,
váhání,hesitation,hˌɛzɪtˈeɪʃən,B2,hesitation,1,7076,,
bikiny,bikini,bɪkˈiːni,B2,bikini,1,7077,,
helikoptéra,helicopter,hˈɛlɪkˌɑːptɚ,B2,helicopter,1,7078,,
zvýraznění,highlight,hˈaɪlaɪt,B2,highlight,1,7079,,
strašidelný,haunting,hˈɔːntɪŋ,B2,haunting,1,7080,,
líhnutí,hatching,hˈætʃɪŋ,B2,hatching,1,7081,,
výstřel,gunshot,ɡˈʌnʃɑːt,B2,gunshot,1,7082,,
vnitřnosti,guts,ɡˈʌts,B2,guts,1,7083,,
tělocvičný,gymnastic,dʒɪmnˈæstɪk,B2,gymnastic,1,7084,,
obyvatel,habitant,hˈæbɪtənt,B2,habitant,1,7085,,
kroupy,hail,hˈeɪl,B2,hail,1,7086,,
čepel,blade,blˈeɪd,B2,blade,1,7087,,
chlupatý,hairy,hˈɛɹi,B2,hairy,1,7088,,
kladivo,hammer,hˈæmɚ,B2,hammer,1,7089,,
bizarní,bizarre,bᵻzˈɑːɹ,B2,bizarre,1,7090,,
sužovat,haunt,hˈɔːnt,B2,haunt,1,7091,,
ruční práce,handicraft,hˈændɪkɹˌæft,B2,handicraft,1,7092,,
zábradlí,handrail,hˈændɹeɪl,B2,handrail,1,7093,,
hořce,bitterly,bˈɪɾɚli,B2,bitterly,1,7094,,
pevný disk,hard drive,hˈɑːɹd dɹˈaɪv,B2,hard_drive,1,7095,,
bankéř,banker,bˈæŋkɚ,B2,banker,1,7096,,
železářské zboží,hardware,hˈɑːɹdwɛɹ,B2,hardware,1,7097,,
poškodit,harm,hˈɑːɹm,B2,harm,1,7098,,
neškodný,harmless,hˈɑːɹmləs,B2,harmless,1,7099,,
brány,harrow,hˈæɹoʊ,B2,harrow,1,7100,,
spěch,haste,hˈeɪst,B2,haste,1,7101,,
spěšně,hastily,hˈeɪstili,B2,hastily,1,7102,,
leták,handout,hˈændaʊt,B2,handout,1,7103,,
vštípit,instil,ɪnstˈɪl,B2,instil,1,7104,,
hi-tech,hi-tech,hˈaɪtˈɛk,B2,hitech,1,7105,,
unést,hijack,hˈaɪdʒæk,B2,hijack,1,7106,,
objetí,hug,hˈʌɡ,B2,hug,1,7107,,
obrovsky,hugely,hjˈuːdʒli,B2,hugely,1,7108,,
lidská práva,human rights,hjˈuːmən ɹˈaɪts,B2,human_rights,1,7109,,
humánní,humane,hjuːmˈeɪn,B2,humane,1,7110,,
humanista,humanist,hjˈuːmɐnˌɪst,B2,humanist,1,7111,,
humanizovat,humanise,hjˈuːmɐnˌaɪz,B2,humanise,1,7112,,
pokořit,humble,hˈʌmbəl,B2,humble,1,7113,,
švindl,humbug,hˈʌmbʌɡ,B2,humbug,1,7114,,
ponížit,humiliate,hjuːmˈɪlɪˌeɪt,B2,humiliate,1,7115,,
ponižující,humiliating,hjuːmˈɪlɪˌeɪɾɪŋ,B2,humiliating,1,7116,,
vznášet se,hover,hˈʌvɚ,B2,hover,1,7117,,
ponížení,humiliation,hjˌuːmɪlɪˈeɪʃən,B2,humiliation,1,7118,,
bobule,berry,bˈɛɹi,B2,berry,1,7119,,
benevolentní,benevolent,bənˈɛvələnt,B2,benevolent,1,7120,,
utišit,hush,hˈʌʃ,B2,hush,1,7121,,
hybridní,hybrid,hˈaɪbɹɪd,B2,hybrid,1,7122,,
hygiena,hygiene,hˈaɪdʒiːn,B2,hygiene,1,7123,,
nadsázka,hyperbole,haɪpˈɜːbəli,B2,hyperbole,1,7124,,
pomlčka,hyphen,hˈaɪfən,B2,hyphen,1,7125,,
shovívavost,benevolence,bənˈɛvələns,B2,benevolence,1,7126,,
mít prospěch z něčeho,benefit,bˈɛnɪfˌɪt,B2,benefit,1,7127,,
ledař,iceman,ˈaɪsmən,B2,iceman,1,7128,,
lov,hunting,hˈʌntɪŋ,B2,hunting,1,7129,,
únos,hijack,hˈaɪdʒæk,B2,hijack,1,7130,,
hospodyňka,housewife,hˈaʊswaɪf,B2,housewife,1,7131,,
hospodyně,housekeeper,hˈaʊskiːpɚ,B2,housekeeper,1,7132,,
veselý,hilarious,hɪlˈɛɹiəs,B2,hilarious,1,7133,,
náznak,hint,hˈɪnt,B2,hint,1,7134,,
nabídka,bidding,bˈɪdɪŋ,B2,bidding,1,7135,,
nabídka,bid,bˈɪd,B2,bid,1,7136,,
držák,holder,hˈoʊldɚ,B2,holder,1,7137,,
zmatek,bewilderment,bᵻwˈɪldɚmənt,B2,bewilderment,1,7138,,
zmást,bewilder,bᵻwˈɪldɚ,B2,bewilder,1,7139,,
dutý,hollow,hˈɑːloʊ,B2,hollow,1,7140,,
holocaust,holocaust,hˈɑːləkˌɔːst,B2,holocaust,1,7141,,
domů,homeward,hˈoʊmwɚd,B2,homeward,1,7142,,
hospodář,housemaster,hˈaʊsmæstɚ,B2,housemaster,1,7143,,
vypilovat,hone,hˈoʊn,B2,hone,1,7144,,
kapuce,hood,hˈʊd,B2,hood,1,7145,,
háček,hook,hˈʊk,B2,hook,1,7146,,
zradit,betray,bᵻtɹˈeɪ,B2,betray,1,7147,,
hospic,hospice,hˈɑːspɪs,B2,hospice,1,7148,,
pohostinný,hospitable,hɑːspˈɪɾəbəl,B2,hospitable,1,7149,,
bestseller,bestseller,bɛstsˈɛlɚ,B2,bestseller,1,7150,,
pohostinství,hospitality,hˌɑːspɪtˈælᵻɾi,B2,hospitality,1,7151,,
hospitalizovat,hospitalise,hˈɑːspɪɾəlˌaɪz,B2,hospitalise,1,7152,,
propůjčit,bestow,bᵻstˈoʊ,B2,bestow,1,7153,,
hodinově,hourly,ˈaʊɚli,B2,hourly,1,7154,,
ctihodný,honourable,ˈɑːnɚɹəbəl,B2,honourable,1,7155,,
instinkt,instinct,ˈɪnstɪŋkt,B2,instinct,1,7156,,
zaháknout,hook,hˈʊk,B2,hook,1,7157,,
bez života,lifeless,lˈaɪfləs,B2,lifeless,1,7158,,
doživotí,lifetime,lˈaɪftaɪm,B2,lifetime,1,7159,,
