czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
pohrdání,disdain,dɪsdˈeɪn,C1,disdain,1,7854,,
páv,peacock,pˈiːkɑːk,C1,peacock,1,7855,,
spekulativní,speculative,spˈɛkjʊlətˌɪv,C1,speculative,1,7856,,
spekulace,speculation,spˌɛkjʊlˈeɪʃən,C1,speculation,1,7857,,
spekulovat,speculate,spˈɛkjʊlˌeɪt,C1,speculate,1,7858,,
trápení,torment,tˈɔːɹmɛnt,C1,torment,1,7859,,
slídit,prowl,pɹˈaʊl,C1,prowl,1,7860,,
odporný,detestable,dɪtˈɛstəbəl,C1,detestable,1,7861,,
nenávidět,detest,dɪtˈɛst,C1,detest,1,7862,,
zpracování,elaboration,ᵻlˌæbɚɹˈeɪʃən,C1,elaboration,1,7863,,
rozpracovat,elaborate,ᵻlˈæbɚɹˌeɪt,C1,elaborate,1,7864,,
propracovaný,elaborate,ᵻlˈæbɚɹˌeɪt,C1,elaborate,1,7865,,
zmírnit,alleviate,ɐlˈiːvɪˌeɪt,C1,alleviate,1,7866,,
pěna,suds,sˈʌdz,C1,suds,1,7867,,
vydírání,extortion,ɛkstˈɔːɹʃən,C1,extortion,1,7868,,
trápit,torment,tˈɔːɹmɛnt,C1,torment,1,7869,,
okázalý,showy,ʃˈoʊi,C1,showy,1,7871,,
kolaborativní,collaborative,kəlˈæbɹətˌɪv,C1,collaborative,1,7872,,
spolupráce,collaboration,kəlˌæbɚɹˈeɪʃən,C1,collaboration,1,7873,,
spolupracovník,collaborator,kəlˈæbɔːɹˌeɪɾɚ,C1,collaborator,1,7874,,
spolupracovat,collaborate,kəlˈæbɚɹˌeɪt,C1,collaborate,1,7875,,
extravagance,extravagance,ɛkstɹˈævəɡəns,C1,extravagance,1,7877,,
fit,fit,fˈɪt,C1,fit,1,7879,,
zaplést,implicate,ˈɪmplᵻkˌeɪt,C1,implicate,1,7880,,
proto,hence,hˈɛns,C1,hence,1,7882,,
mechanismus,mechanism,mˈɛkənˌɪzəm,C1,mechanism,1,7883,,
vykořisťování,exploitation,ɛksplɔɪtˈeɪʃən,C1,exploitation,1,7884,,
zavázat,oblige,əblˈaɪdʒ,C1,oblige,1,7885,,
hádat se,wrangle,ɹˈæŋɡəl,C1,wrangle,1,7886,,
vynaložit,exert,ɛɡzˈɜːt,C1,exert,1,7887,,
zdlouhavé,tedious,tˈiːdiəs,C1,tedious,1,7888,,
závislý,dependent,dᵻpˈɛndənt,C1,dependent,1,7889,,
nefunkčnost,malfunction,mˌælfˈʌŋkʃən,C1,malfunction,1,7890,,
řemeslo,craft,kɹˈæft,C1,craft,1,7891,,
obvinit,implicate,ˈɪmplᵻkˌeɪt,C1,implicate,1,7892,,
vymývání mozku,brainwashing,bɹˈeɪnwɑːʃɪŋ,C1,brainwashing,1,7893,,
vymýt mozek,brainwash,bɹˈeɪnwɑːʃ,C1,brainwash,1,7894,,
u cesty,wayside,wˈeɪsaɪd,C1,wayside,1,7895,,
jemně,subtly,sˈʌɾəli,C1,subtly,1,7896,,
gadget,gadget,ɡˈædʒɪt,C1,gadget,1,7897,,
odpojit,unplug,ʌnplˈʌɡ,C1,unplug,1,7898,,
krytí,coverage,kˈʌvɚɹɪdʒ,C1,coverage,1,7899,,
flákač,slob,slˈɑːb,C1,slob,1,7900,,
předem,beforehand,bᵻfˈɔːɹhænd,C1,beforehand,1,7901,,
klín,lap,lˈæp,C1,lap,1,7902,,
znovu objevit,rediscover,ɹˌiːdɪskˈʌvɚ,C1,rediscover,1,7903,,
vyprší platnost,expire,ɛkspˈaɪɚ,C1,expire,1,7905,,
ošidit,con,kˈɑːn,C1,con,1,7906,,
vzdát se něčeho,relinquish,ɹᵻlˈɪŋkwɪʃ,C1,relinquish,1,7907,,
zařízení,appliance,ɐplˈaɪəns,C1,appliance,1,7908,,
nezvládnutelné,unmanageable,ʌnmˈænɪdʒəbəl,C1,unmanageable,1,7909,,
klidně,placidly,plˈæsɪdli,C1,placidly,1,7910,,
klidný,placid,plˈæsɪd,C1,placid,1,7911,,
ornamentální,ornamental,ˌɔːɹnəmˈɛntəl,C1,ornamental,1,7912,,
podvod,con,kˈɑːn,C1,con,1,7913,,
přenosný,portable,pˈɔːɹɾəbəl,C1,portable,1,7914,,
apt,apt,ˈæpt,C1,apt,1,7915,,
necky,washtub,wˈɑːʃtʌb,C1,washtub,1,7916,,
dopravce,carrier,kˈæɹiɚ,C1,carrier,1,7917,,
strašidelný,ghostly,ɡˈoʊstli,C1,ghostly,1,7918,,
vlhce,damply,dˈæmpli,C1,damply,1,7919,,
lámat si hlavu,puzzle,pˈʌzəl,C1,puzzle,1,7920,,
vhodné k,apt to,ˈæpt tuː,C1,apt_to,1,7921,,
salonek,saloon,sɐlˈuːn,C1,saloon,1,7922,,
parazit,parasite,pˈæɹəsˌaɪt,C1,parasite,1,7924,,
samolibý,smug,smˈʌɡ,C1,smug,1,7925,,
pronásledování,persecution,pˌɜːsɪkjˈuːʃən,C1,persecution,1,7926,,
pronásledovat,persecute,pˈɜːsɪkjˌuːt,C1,persecute,1,7927,,
chytrost,cleverness,klˈɛvɚnəs,C1,cleverness,1,7928,,
čitelný,readable,ɹˈiːdəbəl,C1,readable,1,7929,,
věrohodně,believably,bᵻlˈiːvəbli,C1,believably,1,7930,,
samolibě,smugly,smˈʌɡli,C1,smugly,1,7931,,
obtěžování,harassment,hɚɹˈæsmənt,C1,harassment,1,7932,,
holub,pigeon,pˈɪdʒən,C1,pigeon,1,7933,,
nevysvětlitelně,inexplicably,ˌɪnɛksplˈɪkəbli,C1,inexplicably,1,7934,,
nevysvětlitelný,inexplicable,ˌɪnɛksplˈɪkəbəl,C1,inexplicable,1,7935,,
rolník,peasant,pˈɛzənt,C1,peasant,1,7936,,
drobnosti,minutiae,mɪnˈuːʃɪˌiː,C1,minutiae,1,7937,,
vězení,confinement,kənfˈaɪnmənt,C1,confinement,1,7938,,
obtěžovat,harass,hɚɹˈæs,C1,harass,1,7939,,
přinutit,compel,kəmpˈɛl,C1,compel,1,7940,,
divoký,ferocious,fəɹˈoʊʃəs,C1,ferocious,1,7941,,
nepřátelský,hostile,hˈɑːstəl,C1,hostile,1,7942,,
udávat tempo,pace,pˈeɪs,C1,pace,1,7943,,
drobek,crumb,kɹˈʌm,C1,crumb,1,7944,,
sevřít,clutch,klˈʌtʃ,C1,clutch,1,7945,,
rozpadat se,crumble,kɹˈʌmbəl,C1,crumble,1,7946,,
výsadní,privileged,pɹˈɪvᵻlɪdʒd,C1,privileged,1,7947,,
klan,clan,klˈæn,C1,clan,1,7948,,
zuřivě,ferociously,fəɹˈoʊʃəsli,C1,ferociously,1,7949,,
hrůza,awe,ˈɔː,C1,awe,1,7950,,
bezohlednost,ruthlessness,ɹˈuːθləsnəs,C1,ruthlessness,1,7951,,
nemilosrdný,ruthless,ɹˈuːθləs,C1,ruthless,1,7952,,
metodický,methodical,mɛθˈɑːdɪkəl,C1,methodical,1,7953,,
vyděsit,dismay,dɪsmˈeɪ,C1,dismay,1,7954,,
zděšení,dismay,dɪsmˈeɪ,C1,dismay,1,7955,,
nepřátelství,hostility,hɑːstˈɪlᵻɾi,C1,hostility,1,7956,,
hovorný,talkative,tˈɔːkətˌɪv,C1,talkative,1,7957,,
výhodný,advantageous,ɐdvɐntˈeɪdʒəs,C1,advantageous,1,7958,,
přesvědčivě,persuasively,pɚswˈeɪsɪvli,C1,persuasively,1,7959,,
podvod,deceit,dᵻsˈiːt,C1,deceit,1,7960,,
pozdvižení,upheaval,ʌphˈiːvəl,C1,upheaval,1,7961,,
zobrazení,depiction,dᵻpˈɪkʃən,C1,depiction,1,7962,,
zobrazovat,depict,dᵻpˈɪkt,C1,depict,1,7963,,
mučivý,torturous,tˈɔːɹtʃɚɹəs,C1,torturous,1,7964,,
odnětí,withdrawal,wɪθdɹˈɔːl,C1,withdrawal,1,7965,,
staženo,withdrawn,wɪθdɹˈɔːn,C1,withdrawn,1,7966,,
užší výběr,shortlist,ʃˈɔːɹtlɪst,C1,shortlist,1,7967,,
zornice,pupil,pjˈuːpəl,C1,pupil,1,7968,,
zlý,vicious,vˈɪʃəs,C1,vicious,1,7969,,
pozoruhodný,notable,nˈoʊɾəbəl,C1,notable,1,7970,,
obvyklý,customary,kˈʌstəmˌɛɹi,C1,customary,1,7972,,
vyvážit,poise,pˈɔɪz,C1,poise,1,7973,,
smyšlený,fanciful,fˈænsifəl,C1,fanciful,1,7974,,
zlomyslně,viciously,vˈɪʃəsli,C1,viciously,1,7975,,
odcizit,alienate,ˈeɪliənˌeɪt,C1,alienate,1,7976,,
relevantní,pertinent,pˈɜːtɪnənt,C1,pertinent,1,7978,,
nápadník,suitor,sˈuːɾɚ,C1,suitor,1,7979,,
manipulace,manipulation,mənˌɪpjʊlˈeɪʃən,C1,manipulation,1,7980,,
zarovnání,alignment,ɐlˈaɪnmənt,C1,alignment,1,7981,,
zarovnat,align,ɐlˈaɪn,C1,align,1,7982,,
kyselý,acidic,ɐsˈɪdɪk,C1,acidic,1,7983,,
ironie,irony,ˈaɪɹəni,C1,irony,1,7984,,
jednotvárný,uneventful,ʌnᵻvˈɛntfəl,C1,uneventful,1,7985,,
pokračování,sequel,sˈiːkwəl,C1,sequel,1,7986,,
trhák,blockbuster,blˈɑːkbʌstɚ,C1,blockbuster,1,7987,,
jednoduchost,simplicity,sɪmplˈɪsᵻɾi,C1,simplicity,1,7988,,
protagonista,protagonist,pɹˈoʊɾɐɡənˌɪst,C1,protagonist,1,7989,,
snít,daydream,dˈeɪdɹiːm,C1,daydream,1,7990,,
se týkají,pertain to,pɚtˈeɪn tuː,C1,pertain_to,1,7992,,
rezonovat,resonate,ɹˈɛzənˌeɪt,C1,resonate,1,7993,,
budoucí,prospective,pɹəspˈɛktɪv,C1,prospective,1,7994,,
sponzorství,sponsorship,spˈɑːnsɚʃˌɪp,C1,sponsorship,1,7996,,
organizační,organizational,ˌɔːɹɡɐnᵻzˈeɪʃənəl,C1,organizational,1,7997,,
záviděníhodné,enviable,ˈɛnviəbəl,C1,enviable,1,7998,,
křídlo,wing,wˈɪŋ,C1,wing,1,7999,,
zanícený,avid,ˈævɪd,C1,avid,1,8001,,
souhlasit,concur,kəŋkˈɜː,C1,concur,1,8002,,
psychiatr,psychiatrist,saɪkˈaɪətɹɪst,C1,psychiatrist,1,8003,,
plachý,timid,tˈɪmɪd,C1,timid,1,8005,,
plášť,cloak,klˈoʊk,C1,cloak,1,8006,,
vnější,exterior,ɛkstˈɪɹiɚ,C1,exterior,1,8007,,
vyvolat,evoke,ɪvˈoʊk,C1,evoke,1,8008,,
odrazit,repel,ɹᵻpˈɛl,C1,repel,1,8009,,
repelent,repellant,ɹᵻpˈɛlənt,C1,repellant,1,8010,,
neochotně,reluctantly,ɹᵻlˈʌktəntli,C1,reluctantly,1,8011,,
aqua,aqua,ˈækwə,C1,aqua,1,8012,,
psychiatrické,psychiatric,sˌaɪkɪˈætɹɪk,C1,psychiatric,1,8013,,
sbor,corps,kˈɔːɹ,C1,corps,1,8014,,
zvláštnost,oddity,ˈɑːdᵻɾi,C1,oddity,1,8015,,
normy,norms,nˈɔːɹmz,C1,norms,1,8017,,
vyhovovat,conform,kənfˈɔːɹm,C1,conform,1,8018,,
posvátnost,sanctity,sˈæŋktᵻɾi,C1,sanctity,1,8019,,
klinický,clinical,klˈɪnɪkəl,C1,clinical,1,8021,,
odhalující,revealing,ɹᵻvˈiːlɪŋ,C1,revealing,1,8022,,
traumatický,traumatic,tɹɔːmˈæɾɪk,C1,traumatic,1,8023,,
trauma,trauma,tɹˈɔːmə,C1,trauma,1,8024,,
zvyklý,accustomed,ɐkˈʌstəmd,C1,accustomed,1,8025,,
jurisdikce,jurisdiction,dʒˌʊɹɹɪsdˈɪkʃən,C1,jurisdiction,1,8026,,
mladistvý,juvenile,dʒˈuːvənˌaɪl,C1,juvenile,1,8027,,
forenzní,forensic,fɚɹˈɛnsɪk,C1,forensic,1,8028,,
omezení,constraint,kənstɹˈeɪnt,C1,constraint,1,8029,,
akvárium,aquarium,ɐkwˈɛɹiəm,C1,aquarium,1,8031,,
bystře,insightfully,ˈɪnsaɪtfəli,C1,insightfully,1,8032,,
nedbalý,neglectful,nᵻɡlˈɛktfəl,C1,neglectful,1,8033,,
zátah,roundup,ɹˈaʊndʌp,C1,roundup,1,8034,,
svědomitý,conscientious,kˌɑːnsɪˈɛnʃəs,C1,conscientious,1,8035,,
svědomitě,conscientiously,kˌɑːnsɪˈɛnʃəsli,C1,conscientiously,1,8036,,
neurčitý,indefinite,ɪndˈɛfɪnət,C1,indefinite,1,8037,,
na dobu neurčitou,indefinitely,ɪndˈɛfɪnətli,C1,indefinitely,1,8038,,
rachotit,rumble,ɹˈʌmbəl,C1,rumble,1,8039,,
atmosférický,atmospheric,ˌætməsfˈɛɹɪk,C1,atmospheric,1,8040,,
fúze,fusion,fjˈuːʒən,C1,fusion,1,8041,,
robustní,robust,ɹoʊbˈʌst,C1,robust,1,8042,,
robustně,robustly,ɹoʊbˈʌstli,C1,robustly,1,8043,,
tristní,dismal,dˈɪzməl,C1,dismal,1,8044,,
pochmurně,dismally,dˈɪzməli,C1,dismally,1,8045,,
toužit,crave,kɹˈeɪv,C1,crave,1,8046,,
pojistka,fuse,fjˈuːz,C1,fuse,1,8047,,
bystrý,insightful,ɪnsˈaɪtfəl,C1,insightful,1,8048,,
rachot,rumble,ɹˈʌmbəl,C1,rumble,1,8049,,
elitářský,elitist,ɪlˈiːɾɪst,C1,elitist,1,8050,,
flashback,flashback,flˈæʃbæk,C1,flashback,1,8051,,
sebehodnota,self-worth,sˈɛlfwˈɜːθ,C1,selfworth,1,8052,,
trápit se,agonize,ˈæɡənˌaɪz,C1,agonize,1,8053,,
uvést,cite,sˈaɪt,C1,cite,1,8054,,
citace,citation,saɪtˈeɪʃən,C1,citation,1,8055,,
recitovat,recite,ɹᵻsˈaɪt,C1,recite,1,8056,,
reptání,grumble,ɡɹˈʌmbəl,C1,grumble,1,8057,,
extaticky,ecstatically,ɛkstˈæɾɪkli,C1,ecstatically,1,8059,,
příjemný,pleasurable,plˈɛʒɚɹəbəl,C1,pleasurable,1,8060,,
podstatně,substantially,səbstˈænʃəli,C1,substantially,1,8062,,
příznivě,favourably,fˈeɪvɚɹəbli,C1,favourably,1,8063,,
rozmanitost,diversity,daɪvˈɜːsᵻɾi,C1,diversity,1,8064,,
ego,ego,ˈiːɡoʊ,C1,ego,1,8066,,
nutkání,compulsion,kəmpˈʌlʃən,C1,compulsion,1,8067,,
závěsný,hanging,hˈæŋɪŋ,C1,hanging,1,8069,,
běžně,ordinarily,ˌɔːɹdɪnˈɛɹᵻli,C1,ordinarily,1,8070,,
znalý,knowledgeable,nˈɑːlɪdʒəbəl,C1,knowledgeable,1,8071,,
vertikální,vertical,vˈɜːɾɪkəl,C1,vertical,1,8072,,
vysvětlující,explanatory,ɛksplˈænətˌɔːɹi,C1,explanatory,1,8073,,
klenot,gem,dʒˈɛm,C1,gem,1,8074,,
oběšení,hanging,hˈæŋɪŋ,C1,hanging,1,8075,,
obrovsky,enormously,ɪnˈɔːɹməsli,C1,enormously,1,8076,,
geologicky,geologically,dʒˌɪəlˈɑːdʒɪkli,C1,geologically,1,8078,,
geologický,geological,dʒˌɪəlˈɑːdʒɪkəl,C1,geological,1,8079,,
fosilní,fossil,fˈɑːsəl,C1,fossil,1,8080,,
sklad,stock,stˈɑːk,C1,stock,1,8081,,
indukce,induction,ɪndˈʌkʃən,C1,induction,1,8082,,
vzorek,specimen,spˈɛsɪmən,C1,specimen,1,8083,,
indukovat,induct,ɪndˈʌkt,C1,induct,1,8084,,
hrobka,tomb,tˈuːm,C1,tomb,1,8085,,
puchýř,blister,blˈɪstɚ,C1,blister,1,8087,,
taktně,tactfully,tˈæktfəli,C1,tactfully,1,8088,,
taktní,tactful,tˈæktfəl,C1,tactful,1,8089,,
takt,tact,tˈækt,C1,tact,1,8090,,
svéhlavý,headstrong,hˈɛdstɹɔŋ,C1,headstrong,1,8091,,
klaustrofobie,claustrophobia,klˌɔːstɹəfˈoʊbiə,C1,claustrophobia,1,8092,,
formulovat,formulate,fˈɔːɹmjʊlˌeɪt,C1,formulate,1,8093,,
klaustrofobní,claustrophobic,klˌɔːstɹəfˈoʊbɪk,C1,claustrophobic,1,8094,,
protahování,stretching,stɹˈɛtʃɪŋ,C1,stretching,1,8096,,
schválení,endorsement,ɛndˈɔːɹsmənt,C1,endorsement,1,8097,,
čistě,cleanly,klˈiːnli,C1,cleanly,1,8098,,
obětovat,sacrifice,sˈækɹᵻfˌaɪs,C1,sacrifice,1,8099,,
oběť,sacrifice,sˈækɹᵻfˌaɪs,C1,sacrifice,1,8100,,
trosky,shambles,ʃˈæmbəlz,C1,shambles,1,8101,,
otěhotnět,conceive,kənsˈiːv,C1,conceive,1,8102,,
temná komora,darkroom,dˈɑːɹkɹuːm,C1,darkroom,1,8103,,
omítka,plaster,plˈæstɚ,C1,plaster,1,8104,,
zvěčnit,perpetuate,pɚpˈɛtʃuːˌeɪt,C1,perpetuate,1,8105,,
hostitelka,hostess,hˈoʊstɛs,C1,hostess,1,8106,,
dynamicky,dynamically,daɪnˈæmɪkli,C1,dynamically,1,8107,,
stoke,stoke,stˈoʊk,C1,stoke,1,8108,,
opatrný,wary,wˈɛɹi,C1,wary,1,8109,,
sebevědomý,self-conscious,sˈɛlfkˈɑːnʃəs,C1,selfconscious,1,8110,,
přirozenost,naturalness,nˈætʃɚɹəlnəs,C1,naturalness,1,8111,,
mrzet,resent,ɹᵻzˈɛnt,C1,resent,1,8112,,
shromáždit se,congregate,kˈɑːŋɡɹɪɡˌeɪt,C1,congregate,1,8113,,
nekonvenční,unconventional,ʌŋkənvˈɛnʃənəl,C1,unconventional,1,8114,,
shoda,conformity,kənfˈɔːɹmᵻɾi,C1,conformity,1,8115,,
psychika,psyche,sˈaɪkiː,C1,psyche,1,8116,,
osobitost,individuality,ˌɪndᵻvˌɪduːˈælᵻɾi,C1,individuality,1,8117,,
tvrzení,assertion,ɐsˈɜːʃən,C1,assertion,1,8118,,
shromáždit se,rally,ɹˈæli,C1,rally,1,8119,,
omítat,plaster,plˈæstɚ,C1,plaster,1,8120,,
izolovaný,isolated,ˈaɪsəlˌeɪɾᵻd,C1,isolated,1,8122,,
obsahovat,comprise,kəmpɹˈaɪz,C1,comprise,1,8123,,
vrhat,cast,kˈæst,C1,cast,1,8124,,
odlitek,cast,kˈæst,C1,cast,1,8125,,
vysilující,gruelling,ɡɹˈuːəlɪŋ,C1,gruelling,1,8127,,
čistota,purity,pjˈʊɹɹᵻɾi,C1,purity,1,8128,,
stačit,suffice,səfˈaɪs,C1,suffice,1,8130,,
stručně,brief,bɹˈiːf,C1,brief,1,8131,,
vegetace,vegetation,vˌɛdʒɪtˈeɪʃən,C1,vegetation,1,8132,,
bez námahy,effortless,ˈɛfɚtləs,C1,effortless,1,8133,,
pokorný,humble,hˈʌmbəl,C1,humble,1,8136,,
odklad,respite,ɹˈɛspɪt,C1,respite,1,8137,,
vrávorání,stagger,stˈæɡɚ,C1,stagger,1,8138,,
výpad,plunge,plˈʌndʒ,C1,plunge,1,8139,,
svědomitý,dutiful,dˈuːɾifəl,C1,dutiful,1,8140,,
podnikavý,enterprising,ˈɛntɚpɹˌaɪzɪŋ,C1,enterprising,1,8141,,
odolnost,resilience,ɹᵻsˈɪliəns,C1,resilience,1,8142,,
pružný,resilient,ɹᵻsˈɪliənt,C1,resilient,1,8143,,
terén,terrain,tɚɹˈeɪn,C1,terrain,1,8144,,
pronájem,charter,tʃˈɑːɹɾɚ,C1,charter,1,8145,,
charta,charter,tʃˈɑːɹɾɚ,C1,charter,1,8146,,
itinerář,itinerary,aɪtˈɪnɚɹˌɛɹi,C1,itinerary,1,8147,,
spojený,coupled,kˈʌpəld,C1,coupled,1,8148,,
střídat,rotate,ɹoʊtˈeɪt,C1,rotate,1,8150,,
obnovující,restorative,ɹᵻstˈɔːɹətˌɪv,C1,restorative,1,8151,,
obnovení,restoration,ɹˌɛstɚɹˈeɪʃən,C1,restoration,1,8152,,
zastaralý,antiquated,ˈæntɪkwˌeɪɾᵻd,C1,antiquated,1,8153,,
starověk,antiquity,æntˈɪkwᵻɾi,C1,antiquity,1,8154,,
socializace,socialization,sˌoʊʃəlᵻzˈeɪʃən,C1,socialization,1,8155,,
koncert,gig,ɡˈɪɡ,C1,gig,1,8156,,
demo,demo,dˈɛmoʊ,C1,demo,1,8157,,
demolice,demolition,dˌɛməlˈɪʃən,C1,demolition,1,8158,,
faktura,invoice,ˈɪnvɔɪs,C1,invoice,1,8159,,
zahájit,launch,lˈɑːntʃ,C1,launch,1,8160,,
firewall,firewall,fˈaɪɚwɔːl,C1,firewall,1,8161,,
paywall,paywall,pˈeɪwɔːl,C1,paywall,1,8162,,
prorocký,prophetic,pɹɑːfˈɛɾɪk,C1,prophetic,1,8163,,
prorok,prophet,pɹˈɑːfɪt,C1,prophet,1,8164,,
fenomenálně,phenomenally,fɪnˈɑːmɪnəli,C1,phenomenally,1,8165,,
fenomenální,phenomenal,fɪnˈɑːmɪnəl,C1,phenomenal,1,8166,,
demograficky,demographically,dˌɛməɡɹˈæfɪkli,C1,demographically,1,8167,,
integrální,integral,ˈɪntᵻɡɹəl,C1,integral,1,8168,,
kánoe,canoe,kənˈuː,C1,canoe,1,8169,,
magnetický,magnetic,mæɡnˈɛɾɪk,C1,magnetic,1,8170,,
magnetismus,magnetism,mˈæɡnɪtˌɪzəm,C1,magnetism,1,8171,,
výhonek,sprout,spɹˈaʊt,C1,sprout,1,8172,,
lidová pohádka,folktale,fˈoʊkteɪl,C1,folktale,1,8173,,
trakt,tract,tɹˈækt,C1,tract,1,8174,,
sazenice,seedling,sˈiːdlɪŋ,C1,seedling,1,8175,,
ovocný sad,orchard,ˈɔːɹtʃɚd,C1,orchard,1,8176,,
štěp,graft,ɡɹˈæft,C1,graft,1,8177,,
scvrklý,wizened,wˈɪzənd,C1,wizened,1,8178,,
sousedící,adjoining,ɐdʒˈɔɪnɪŋ,C1,adjoining,1,8179,,
sousedit,adjoin,ɐdʒˈɔɪn,C1,adjoin,1,8180,,
žvýkat,munch,mˈʌntʃ,C1,munch,1,8181,,
rozházet,squander,skwˈɑːndɚ,C1,squander,1,8182,,
antropolog,anthropologist,ˌænθɹəpˈɑːlədʒˌɪst,C1,anthropologist,1,8183,,
antropologie,anthropology,ˌænθɹəpˈɑːlədʒi,C1,anthropology,1,8184,,
demografický,demographic,dˌɛməɡɹˈæfɪk,C1,demographic,1,8185,,
vrtat,drill,dɹˈɪl,C1,drill,1,8186,,
suspenze,suspension,səspˈɛnʃən,C1,suspension,1,8188,,
visící,pendulous,pˈɛndʒuːləs,C1,pendulous,1,8189,,
kyvadlo,pendulum,pˈɛndʒuːləm,C1,pendulum,1,8190,,
trhlina,fissure,fˈɪʃɚ,C1,fissure,1,8191,,
prohibitivně,prohibitively,pɹəhˈɪbᵻtˌɪvli,C1,prohibitively,1,8192,,
prohibitivní,prohibitive,pɹəhˈɪbᵻtˌɪv,C1,prohibitive,1,8193,,
akutně,acutely,ɐkjˈuːtli,C1,acutely,1,8194,,
pověření,credential,kɹᵻdˈɛnʃəl,C1,credential,1,8195,,
důvěryhodnost,credibility,kɹˌɛdɪbˈɪlᵻɾi,C1,credibility,1,8196,,
věrohodně,credibly,kɹˈɛdɪbli,C1,credibly,1,8197,,
důvěryhodný,credible,kɹˈɛdɪbəl,C1,credible,1,8198,,
magneticky,magnetically,mæɡnˈɛɾɪkli,C1,magnetically,1,8199,,
vrták,drill,dɹˈɪl,C1,drill,1,8200,,
pučet,sprout,spɹˈaʊt,C1,sprout,1,8201,,
demografie,demography,dɛmˈɑːɡɹəfi,C1,demography,1,8202,,
obíhat,circulate,sˈɜːkjʊlˌeɪt,C1,circulate,1,8203,,
prostopášně,raunchily,ɹˈɔːntʃili,C1,raunchily,1,8204,,
prostopášný,raunchy,ɹˈɔːntʃi,C1,raunchy,1,8205,,
zánik,demise,dᵻmˈaɪz,C1,demise,1,8206,,
rozčarování,disillusionment,dɪsɪlˈuːʒənmənt,C1,disillusionment,1,8207,,
scénář,screenplay,skɹˈiːnpleɪ,C1,screenplay,1,8208,,
temperamentně,temperamentally,tˌɛmpɹəmˈɛntəli,C1,temperamentally,1,8209,,
temperamentní,temperamental,tˌɛmpɹəmˈɛntəl,C1,temperamental,1,8210,,
temperament,temperament,tˈɛmpɹəmənt,C1,temperament,1,8211,,
cikánská,gypsy,dʒˈɪpsi,C1,gypsy,1,8212,,
probodnout,transfix,tɹænsfˈɪks,C1,transfix,1,8213,,
ďábelsky,fiendishly,fˈiːndɪʃli,C1,fiendishly,1,8214,,
otřesný,fiendish,fˈiːndɪʃ,C1,fiendish,1,8215,,
zloduch,fiend,fˈiːnd,C1,fiend,1,8216,,
poslušně,docilely,dˈɑːsəlli,C1,docilely,1,8217,,
poslušný,docile,dˈɑːsəl,C1,docile,1,8218,,
rozzlobeně,irately,aɪɹˈeɪtli,C1,irately,1,8219,,
rozzlobený,irate,aɪɹˈeɪt,C1,irate,1,8220,,
tlumič,buffer,bˈʌfɚ,C1,buffer,1,8221,,
máselnice,churn,tʃˈɜːn,C1,churn,1,8223,,
mísit se,mingle,mˈɪŋɡəl,C1,mingle,1,8224,,
scénárista,screenwriter,skɹˈiːnɹaɪɾɚ,C1,screenwriter,1,8225,,
příšerně,gruesomely,ɡɹˈuːsʌmli,C1,gruesomely,1,8227,,
příšerný,gruesome,ɡɹˈuːsʌm,C1,gruesome,1,8228,,
nákladově efektivní,cost-effective,kˈɔstɪfˈɛktɪv,C1,costeffective,1,8229,,
směšně,ludicrously,lˈuːdɪkɹəsli,C1,ludicrously,1,8230,,
kontokorent,overdraft,ˈoʊvɚdɹˌæft,C1,overdraft,1,8231,,
synopse,synopsis,sɪnˈɑːpsɪs,C1,synopsis,1,8232,,
proslulost,renown,ɹᵻnˈaʊn,C1,renown,1,8233,,
olovnice,plummet,plˈʌmɪt,C1,plummet,1,8235,,
tranzit,transit,tɹˈænsɪt,C1,transit,1,8236,,
tesařství,carpentry,kˈɑːɹpəntɹi,C1,carpentry,1,8237,,
tesař,carpenter,kˈɑːɹpəntɚ,C1,carpenter,1,8238,,
vytlačit,dislodge,dɪslˈɑːdʒ,C1,dislodge,1,8239,,
uvíznout,lodge,lˈɑːdʒ,C1,lodge,1,8240,,
nepořádek,clutter,klˈʌɾɚ,C1,clutter,1,8241,,
pochmurně,sombrely,sˈɑːmbɚli,C1,sombrely,1,8242,,
ponurý,sombre,sˈɑːmbɚ,C1,sombre,1,8243,,
vzájemně,mutually,mjˈuːtʃuːəli,C1,mutually,1,8244,,
neinspirativní,uninspiring,ˌʌnɪnspˈaɪɚɹɪŋ,C1,uninspiring,1,8245,,
podněty,stimuli,stˈɪmjʊlˌaɪ,C1,stimuli,1,8246,,
všestrannost,versatility,vˌɜːsətˈɪlᵻɾi,C1,versatility,1,8247,,
oběh,circulation,sˌɜːkjʊlˈeɪʃən,C1,circulation,1,8248,,
univerzální,versatile,vˈɜːsətˌaɪl,C1,versatile,1,8249,,
únava,fatigue,fɐtˈiːɡ,C1,fatigue,1,8250,,
nastavitelný,adjustable,ɐdʒˈʌstəbəl,C1,adjustable,1,8251,,
byrokraticky,bureaucratically,bjˌʊɹɹoʊkɹˈæɾɪkli,C1,bureaucratically,1,8252,,
ohromující,staggering,stˈæɡɚɹɪŋ,C1,staggering,1,8253,,
domácký,homely,hˈoʊmli,C1,homely,1,8254,,
chladič,radiator,ɹˈeɪdɪˌeɪɾɚ,C1,radiator,1,8255,,
obyvatel,occupant,ˈɑːkjʊpənt,C1,occupant,1,8256,,
